sample_ID_edit,date,salinity_insitu,temp_C,TA,Sample_Type,Sample_Collection,pH_nonTris,new_colonynumber,sample_ID,site,SGD_number,salinity_insitu_initial,TA_initial,mean.blanks,SA_cm2,volume_mL,SGD_dil,start_time,stop_time,deltaTA,timediff,umol.cm2.hr
Cabral_Col5_Dil6_Light,6/10/23,36.4,27.294,2340.395434,colony,Post,NA,13,Cabral_Col5_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,52.1875,10,6,08:12:00,09:13:00,42.50034849999997,3660,0.26273701257838405
Cabral_Col5_Dil6_Light,6/10/23,36.4,27.294,2340.395434,colony,Post,NA,13,Cabral_Col5_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,52.1875,10,6,08:12:00,09:13:00,42.50034849999997,3660,0.26273701257838405
Cabral_Col5_Dil6_Light,6/10/23,36.4,27.294,2340.395434,colony,Post,NA,13,Cabral_Col5_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,52.1875,10,6,08:12:00,09:13:00,42.50034849999997,3660,0.26273701257838405
Cabral_Col5_Dil7_Light,6/10/23,36.1,27.269,2380.764249,colony,Post,NA,13,Cabral_Col5_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,90.85937,13,7,08:12:00,09:13:00,29.537518500000033,3660,0.1043900253149411
Cabral_Col5_Dil7_Light,6/10/23,36.1,27.269,2380.764249,colony,Post,NA,13,Cabral_Col5_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,90.85937,13,7,08:12:00,09:13:00,29.537518500000033,3660,0.1043900253149411
Cabral_Col5_Dil7_Light,6/10/23,36.1,27.269,2380.764249,colony,Post,NA,13,Cabral_Col5_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,90.85937,13,7,08:12:00,09:13:00,29.537518500000033,3660,0.1043900253149411
Cabral_Col5_Dil8_Light,6/10/23,35.9,26.909,2343.77277,colony,Post,NA,13,Cabral_Col5_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,104.96875,13,8,08:12:00,09:13:00,66.4567004999999,3660,0.20329816898571462
Cabral_Col5_Dil8_Light,6/10/23,35.9,26.909,2343.77277,colony,Post,NA,13,Cabral_Col5_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,104.96875,13,8,08:12:00,09:13:00,66.4567004999999,3660,0.20329816898571462
Cabral_Col5_Dil8_Light,6/10/23,35.9,26.909,2343.77277,colony,Post,NA,13,Cabral_Col5_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,104.96875,13,8,08:12:00,09:13:00,66.4567004999999,3660,0.20329816898571462
Cabral_Col5_Dil9_Light,6/10/23,35.2,27.163,2357.879249,colony,Post,NA,13,Cabral_Col5_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,52.13542,12,9,08:12:00,09:13:00,44.80570799999987,3660,0.27639897713728795
Cabral_Col5_Dil9_Light,6/10/23,35.2,27.163,2357.879249,colony,Post,NA,13,Cabral_Col5_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,52.13542,12,9,08:12:00,09:13:00,44.80570799999987,3660,0.27639897713728795
Cabral_Col5_Dil9_Light,6/10/23,35.2,27.163,2357.879249,colony,Post,NA,13,Cabral_Col5_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,52.13542,12,9,08:12:00,09:13:00,44.80570799999987,3660,0.27639897713728795
Cabral_Col6_Dil1_Light,6/10/23,36.6,27.11,2400.146374,colony,Post,NA,14,Cabral_Col6_Dil1_Light,Cabral,0,36.6,2376.083907,-24.351869999999963,73.53125,20,1,11:00:00,11:57:00,0.28940300000022035,3420,0.0013376481517445931
Cabral_Col6_Dil1_Light,6/10/23,36.6,27.11,2400.146374,colony,Post,NA,14,Cabral_Col6_Dil1_Light,Cabral,0,36.6,2376.083907,-24.351869999999963,73.53125,20,1,11:00:00,11:57:00,0.28940300000022035,3420,0.0013376481517445931
Cabral_Col6_Dil1_Light,6/10/23,36.6,27.11,2400.146374,colony,Post,NA,14,Cabral_Col6_Dil1_Light,Cabral,0,36.6,2376.083907,-24.351869999999963,73.53125,20,1,11:00:00,11:57:00,0.28940300000022035,3420,0.0013376481517445931
Cabral_Col6_Dil2_Light,6/10/23,36.5,27.224,2364.618326,colony,Post,NA,14,Cabral_Col6_Dil2_Light,Cabral,0.01,36.5,2387.582754,-3.9195274999999583,89.58854,12,2,11:00:00,11:57:00,26.883955500000184,3420,0.10328366775027441
Cabral_Col6_Dil2_Light,6/10/23,36.5,27.224,2364.618326,colony,Post,NA,14,Cabral_Col6_Dil2_Light,Cabral,0.01,36.5,2387.582754,-3.9195274999999583,89.58854,12,2,11:00:00,11:57:00,26.883955500000184,3420,0.10328366775027441
Cabral_Col6_Dil2_Light,6/10/23,36.5,27.224,2364.618326,colony,Post,NA,14,Cabral_Col6_Dil2_Light,Cabral,0.01,36.5,2387.582754,-3.9195274999999583,89.58854,12,2,11:00:00,11:57:00,26.883955500000184,3420,0.10328366775027441
Cabral_Col6_Dil3_Light,6/10/23,36.6,26.984,2382.397296,colony,Post,NA,14,Cabral_Col6_Dil3_Light,Cabral,0.03,36.6,2385.141998,-3.984335999999985,105.30729,20,3,11:00:00,11:57:00,6.729037999999946,3420,0.02171727636579708
Cabral_Col6_Dil3_Light,6/10/23,36.6,26.984,2382.397296,colony,Post,NA,14,Cabral_Col6_Dil3_Light,Cabral,0.03,36.6,2385.141998,-3.984335999999985,105.30729,20,3,11:00:00,11:57:00,6.729037999999946,3420,0.02171727636579708
Cabral_Col6_Dil3_Light,6/10/23,36.6,26.984,2382.397296,colony,Post,NA,14,Cabral_Col6_Dil3_Light,Cabral,0.03,36.6,2385.141998,-3.984335999999985,105.30729,20,3,11:00:00,11:57:00,6.729037999999946,3420,0.02171727636579708
Cabral_Col6_Dil4_Light,6/10/23,36.5,27.108,2369.001411,colony,Post,NA,14,Cabral_Col6_Dil4_Light,Cabral,0.05,36.5,2416.980703,5.445658999999978,91.76562,12,4,11:00:00,11:57:00,42.53363300000001,3420,0.1595303872509231
Cabral_Col6_Dil4_Light,6/10/23,36.5,27.108,2369.001411,colony,Post,NA,14,Cabral_Col6_Dil4_Light,Cabral,0.05,36.5,2416.980703,5.445658999999978,91.76562,12,4,11:00:00,11:57:00,42.53363300000001,3420,0.1595303872509231
Cabral_Col6_Dil4_Light,6/10/23,36.5,27.108,2369.001411,colony,Post,NA,14,Cabral_Col6_Dil4_Light,Cabral,0.05,36.5,2416.980703,5.445658999999978,91.76562,12,4,11:00:00,11:57:00,42.53363300000001,3420,0.1595303872509231
Cabral_Col6_Dil5_Light,6/10/23,36.5,27.058,2342.277241,colony,Post,NA,14,Cabral_Col6_Dil5_Light,Cabral,0.1,36.5,2396.451536,11.28168699999992,138.09375,25,5,11:00:00,11:57:00,42.89260800000034,3420,0.10472701182692044
Cabral_Col6_Dil5_Light,6/10/23,36.5,27.058,2342.277241,colony,Post,NA,14,Cabral_Col6_Dil5_Light,Cabral,0.1,36.5,2396.451536,11.28168699999992,138.09375,25,5,11:00:00,11:57:00,42.89260800000034,3420,0.10472701182692044
Cabral_Col6_Dil5_Light,6/10/23,36.5,27.058,2342.277241,colony,Post,NA,14,Cabral_Col6_Dil5_Light,Cabral,0.1,36.5,2396.451536,11.28168699999992,138.09375,25,5,11:00:00,11:57:00,42.89260800000034,3420,0.10472701182692044
Cabral_Col6_Dil6_Light,6/10/23,36.4,27.294,2353.187015,colony,Post,NA,14,Cabral_Col6_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,138.5625,22,6,11:00:00,11:57:00,29.70876750000002,3420,0.07263882872444986
Cabral_Col6_Dil6_Light,6/10/23,36.4,27.294,2353.187015,colony,Post,NA,14,Cabral_Col6_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,138.5625,22,6,11:00:00,11:57:00,29.70876750000002,3420,0.07263882872444986
Cabral_Col6_Dil6_Light,6/10/23,36.4,27.294,2353.187015,colony,Post,NA,14,Cabral_Col6_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,138.5625,22,6,11:00:00,11:57:00,29.70876750000002,3420,0.07263882872444986
Cabral_Col6_Dil7_Light,6/10/23,36.1,27.269,2374.480852,colony,Post,NA,14,Cabral_Col6_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,102.91667,18,7,11:00:00,11:57:00,35.82091549999973,3420,0.11866927752479559
Cabral_Col6_Dil7_Light,6/10/23,36.1,27.269,2374.480852,colony,Post,NA,14,Cabral_Col6_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,102.91667,18,7,11:00:00,11:57:00,35.82091549999973,3420,0.11866927752479559
Cabral_Col6_Dil7_Light,6/10/23,36.1,27.269,2374.480852,colony,Post,NA,14,Cabral_Col6_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,102.91667,18,7,11:00:00,11:57:00,35.82091549999973,3420,0.11866927752479559
Cabral_Col6_Dil8_Light,6/10/23,35.9,26.909,2368.174013,colony,Post,NA,14,Cabral_Col6_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,64.39583,12,8,11:00:00,11:57:00,42.0554575000001,3420,0.22477890941013665
Cabral_Col6_Dil8_Light,6/10/23,35.9,26.909,2368.174013,colony,Post,NA,14,Cabral_Col6_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,64.39583,12,8,11:00:00,11:57:00,42.0554575000001,3420,0.22477890941013665
Cabral_Col6_Dil8_Light,6/10/23,35.9,26.909,2368.174013,colony,Post,NA,14,Cabral_Col6_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,64.39583,12,8,11:00:00,11:57:00,42.0554575000001,3420,0.22477890941013665
Cabral_Col6_Dil9_Light,6/10/23,35.2,27.163,2381.689204,colony,Post,NA,14,Cabral_Col6_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,75.5625,14,9,11:00:00,11:57:00,20.99575300000015,3420,0.09533503203656853
Cabral_Col6_Dil9_Light,6/10/23,35.2,27.163,2381.689204,colony,Post,NA,14,Cabral_Col6_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,75.5625,14,9,11:00:00,11:57:00,20.99575300000015,3420,0.09533503203656853
Cabral_Col6_Dil9_Light,6/10/23,35.2,27.163,2381.689204,colony,Post,NA,14,Cabral_Col6_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,75.5625,14,9,11:00:00,11:57:00,20.99575300000015,3420,0.09533503203656853
Cabral_Blank_Dil1_Light_Day3,6/10/23,36.6,27.11,2424.787647,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil1_Light,Cabral,0,36.6,2376.083907,-24.351869999999963,0,0,1,13:40:00,14:40:00,-24.351869999999963,3600,-Inf
Cabral_Blank_Dil1_Light_Day3,6/10/23,36.6,27.11,2424.787647,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil1_Light,Cabral,0,36.6,2376.083907,-24.351869999999963,0,0,1,13:40:00,14:40:00,-24.351869999999963,3600,-Inf
Cabral_Blank_Dil1_Light_Day3,6/10/23,36.6,27.11,2424.787647,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil1_Light,Cabral,0,36.6,2376.083907,-24.351869999999963,0,0,1,13:40:00,14:40:00,-24.351869999999963,3600,-Inf
Cabral_Blank_Dil2_Light_Day3,6/10/23,36.5,27.224,2395.421809,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil2_Light,Cabral,0.01,36.5,2387.582754,-3.9195274999999583,0,0,2,13:40:00,14:40:00,-3.9195274999999583,3600,-Inf
Cabral_Blank_Dil2_Light_Day3,6/10/23,36.5,27.224,2395.421809,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil2_Light,Cabral,0.01,36.5,2387.582754,-3.9195274999999583,0,0,2,13:40:00,14:40:00,-3.9195274999999583,3600,-Inf
Cabral_Blank_Dil2_Light_Day3,6/10/23,36.5,27.224,2395.421809,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil2_Light,Cabral,0.01,36.5,2387.582754,-3.9195274999999583,0,0,2,13:40:00,14:40:00,-3.9195274999999583,3600,-Inf
Cabral_Blank_Dil3_Light_Day3,6/10/23,36.6,26.984,2393.11067,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil3_Light,Cabral,0.03,36.6,2385.141998,-3.984335999999985,0,0,3,13:40:00,14:40:00,-3.984335999999985,3600,-Inf
Cabral_Blank_Dil3_Light_Day3,6/10/23,36.6,26.984,2393.11067,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil3_Light,Cabral,0.03,36.6,2385.141998,-3.984335999999985,0,0,3,13:40:00,14:40:00,-3.984335999999985,3600,-Inf
Cabral_Blank_Dil3_Light_Day3,6/10/23,36.6,26.984,2393.11067,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil3_Light,Cabral,0.03,36.6,2385.141998,-3.984335999999985,0,0,3,13:40:00,14:40:00,-3.984335999999985,3600,-Inf
Cabral_Blank_Dil4_Light_Day3,6/10/23,36.5,27.108,2406.089385,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil4_Light,Cabral,0.05,36.5,2416.980703,5.445658999999978,0,0,4,13:40:00,14:40:00,5.445658999999978,3600,Inf
Cabral_Blank_Dil4_Light_Day3,6/10/23,36.5,27.108,2406.089385,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil4_Light,Cabral,0.05,36.5,2416.980703,5.445658999999978,0,0,4,13:40:00,14:40:00,5.445658999999978,3600,Inf
Cabral_Blank_Dil4_Light_Day3,6/10/23,36.5,27.108,2406.089385,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil4_Light,Cabral,0.05,36.5,2416.980703,5.445658999999978,0,0,4,13:40:00,14:40:00,5.445658999999978,3600,Inf
Cabral_Blank_Dil5_Light_Day3,6/10/23,36.5,27.058,2373.888162,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil5_Light,Cabral,0.1,36.5,2396.451536,11.28168699999992,0,0,5,13:40:00,14:40:00,11.28168699999992,3600,Inf
Cabral_Blank_Dil5_Light_Day3,6/10/23,36.5,27.058,2373.888162,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil5_Light,Cabral,0.1,36.5,2396.451536,11.28168699999992,0,0,5,13:40:00,14:40:00,11.28168699999992,3600,Inf
Cabral_Blank_Dil5_Light_Day3,6/10/23,36.5,27.058,2373.888162,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil5_Light,Cabral,0.1,36.5,2396.451536,11.28168699999992,0,0,5,13:40:00,14:40:00,11.28168699999992,3600,Inf
Cabral_Blank_Dil6_Light_Day3,6/10/23,36.4,27.294,2364.770186,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,0,0,6,13:40:00,14:40:00,18.1255964999998,3600,Inf
Cabral_Blank_Dil6_Light_Day3,6/10/23,36.4,27.294,2364.770186,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,0,0,6,13:40:00,14:40:00,18.1255964999998,3600,Inf
Cabral_Blank_Dil6_Light_Day3,6/10/23,36.4,27.294,2364.770186,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil6_Light,Cabral,0.5,36.4,2401.021379,18.1255964999998,0,0,6,13:40:00,14:40:00,18.1255964999998,3600,Inf
Cabral_Blank_Dil7_Light_Day3,6/10/23,36.1,27.269,2387.441125,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,0,0,7,13:40:00,14:40:00,22.86064250000004,3600,Inf
Cabral_Blank_Dil7_Light_Day3,6/10/23,36.1,27.269,2387.441125,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,0,0,7,13:40:00,14:40:00,22.86064250000004,3600,Inf
Cabral_Blank_Dil7_Light_Day3,6/10/23,36.1,27.269,2387.441125,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil7_Light,Cabral,1,36.1,2433.16241,22.86064250000004,0,0,7,13:40:00,14:40:00,22.86064250000004,3600,Inf
Cabral_Blank_Dil8_Light_Day3,6/10/23,35.9,26.909,2392.885578,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,0,0,8,13:40:00,14:40:00,17.343892500000038,3600,Inf
Cabral_Blank_Dil8_Light_Day3,6/10/23,35.9,26.909,2392.885578,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,0,0,8,13:40:00,14:40:00,17.343892500000038,3600,Inf
Cabral_Blank_Dil8_Light_Day3,6/10/23,35.9,26.909,2392.885578,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil8_Light,Cabral,2,35.9,2427.573363,17.343892500000038,0,0,8,13:40:00,14:40:00,17.343892500000038,3600,Inf
Cabral_Blank_Dil9_Light_Day3,6/10/23,35.2,27.163,2395.006147,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,0,0,9,13:40:00,14:40:00,7.678809999999885,3600,Inf
Cabral_Blank_Dil9_Light_Day3,6/10/23,35.2,27.163,2395.006147,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,0,0,9,13:40:00,14:40:00,7.678809999999885,3600,Inf
Cabral_Blank_Dil9_Light_Day3,6/10/23,35.2,27.163,2395.006147,Blank,Post,NA,BLANK,Cabral_BlankD3_Dil9_Light,Cabral,4,35.2,2410.363767,7.678809999999885,0,0,9,13:40:00,14:40:00,7.678809999999885,3600,Inf
Cabral_Col7_Dil1_Light,6/11/23,36.5,27.436,2371.581242,colony,Post,NA,15,Cabral_Col7_Dil1_Light,Cabral,0,36.5,2382.096706,-28.056276000000025,65.53125,10,1,08:15:00,09:14:00,38.571739999999636,3540,0.19633325236536273
Cabral_Col7_Dil1_Light,6/11/23,36.5,27.436,2371.581242,colony,Post,NA,15,Cabral_Col7_Dil1_Light,Cabral,0,36.5,2382.096706,-28.056276000000025,65.53125,10,1,08:15:00,09:14:00,38.571739999999636,3540,0.19633325236536273
Cabral_Col7_Dil1_Light,6/11/23,36.5,27.436,2371.581242,colony,Post,NA,15,Cabral_Col7_Dil1_Light,Cabral,0,36.5,2382.096706,-28.056276000000025,65.53125,10,1,08:15:00,09:14:00,38.571739999999636,3540,0.19633325236536273
Cabral_Col7_Dil2_Light,6/11/23,36.6,27.345,2372.372145,colony,Post,NA,15,Cabral_Col7_Dil2_Light,Cabral,0.01,36.6,2381.684085,-12.646057000000155,70.66146,8,2,08:15:00,09:14:00,21.957997000000205,3540,0.10397723190469225
Cabral_Col7_Dil2_Light,6/11/23,36.6,27.345,2372.372145,colony,Post,NA,15,Cabral_Col7_Dil2_Light,Cabral,0.01,36.6,2381.684085,-12.646057000000155,70.66146,8,2,08:15:00,09:14:00,21.957997000000205,3540,0.10397723190469225
Cabral_Col7_Dil2_Light,6/11/23,36.6,27.345,2372.372145,colony,Post,NA,15,Cabral_Col7_Dil2_Light,Cabral,0.01,36.6,2381.684085,-12.646057000000155,70.66146,8,2,08:15:00,09:14:00,21.957997000000205,3540,0.10397723190469225
Cabral_Col7_Dil3_Light,6/11/23,36.5,27.68,2395.493573,colony,Post,NA,15,Cabral_Col7_Dil3_Light,Cabral,0.03,36.5,2377.767651,-16.042275000000018,75.89583,11,3,08:15:00,09:14:00,-1.6836470000000645,3540,-0.00738800350265805
Cabral_Col7_Dil3_Light,6/11/23,36.5,27.68,2395.493573,colony,Post,NA,15,Cabral_Col7_Dil3_Light,Cabral,0.03,36.5,2377.767651,-16.042275000000018,75.89583,11,3,08:15:00,09:14:00,-1.6836470000000645,3540,-0.00738800350265805
Cabral_Col7_Dil3_Light,6/11/23,36.5,27.68,2395.493573,colony,Post,NA,15,Cabral_Col7_Dil3_Light,Cabral,0.03,36.5,2377.767651,-16.042275000000018,75.89583,11,3,08:15:00,09:14:00,-1.6836470000000645,3540,-0.00738800350265805
Cabral_Col7_Dil4_Light,6/11/23,36.5,27.788,2364.631864,colony,Post,NA,15,Cabral_Col7_Dil4_Light,Cabral,0.05,36.5,2372.216347,-9.50764150000009,92.86458,13,4,08:15:00,09:14:00,17.092124500000182,3540,0.06110524496792754
Cabral_Col7_Dil4_Light,6/11/23,36.5,27.788,2364.631864,colony,Post,NA,15,Cabral_Col7_Dil4_Light,Cabral,0.05,36.5,2372.216347,-9.50764150000009,92.86458,13,4,08:15:00,09:14:00,17.092124500000182,3540,0.06110524496792754
Cabral_Col7_Dil4_Light,6/11/23,36.5,27.788,2364.631864,colony,Post,NA,15,Cabral_Col7_Dil4_Light,Cabral,0.05,36.5,2372.216347,-9.50764150000009,92.86458,13,4,08:15:00,09:14:00,17.092124500000182,3540,0.06110524496792754
Cabral_Col7_Dil5_Light,6/11/23,36.5,27.779,2386.033331,colony,Post,NA,15,Cabral_Col7_Dil5_Light,Cabral,0.1,36.5,2379.793461,-19.9570769999998,115.66667,14,5,08:15:00,09:14:00,13.717206999999917,3540,0.039310420002141716
Cabral_Col7_Dil5_Light,6/11/23,36.5,27.779,2386.033331,colony,Post,NA,15,Cabral_Col7_Dil5_Light,Cabral,0.1,36.5,2379.793461,-19.9570769999998,115.66667,14,5,08:15:00,09:14:00,13.717206999999917,3540,0.039310420002141716
Cabral_Col7_Dil5_Light,6/11/23,36.5,27.779,2386.033331,colony,Post,NA,15,Cabral_Col7_Dil5_Light,Cabral,0.1,36.5,2379.793461,-19.9570769999998,115.66667,14,5,08:15:00,09:14:00,13.717206999999917,3540,0.039310420002141716
Cabral_Col7_Dil6_Light,6/11/23,36.3,27.685,2370.480641,colony,Post,NA,15,Cabral_Col7_Dil6_Light,Cabral,0.5,36.3,2369.619428,-22.46822700000007,58.54167,10,6,08:15:00,09:14:00,21.607013999999936,3540,0.1231126638686072
Cabral_Col7_Dil6_Light,6/11/23,36.3,27.685,2370.480641,colony,Post,NA,15,Cabral_Col7_Dil6_Light,Cabral,0.5,36.3,2369.619428,-22.46822700000007,58.54167,10,6,08:15:00,09:14:00,21.607013999999936,3540,0.1231126638686072
Cabral_Col7_Dil6_Light,6/11/23,36.3,27.685,2370.480641,colony,Post,NA,15,Cabral_Col7_Dil6_Light,Cabral,0.5,36.3,2369.619428,-22.46822700000007,58.54167,10,6,08:15:00,09:14:00,21.607013999999936,3540,0.1231126638686072
Cabral_Col7_Dil7_Light,6/11/23,36.2,27.602,2436.457464,colony,Post,NA,15,Cabral_Col7_Dil7_Light,Cabral,1,36.2,2416.039082,-22.15207600000008,72.11458,10,7,08:15:00,09:14:00,1.7336939999997867,3540,0.008019041298641219
Cabral_Col7_Dil7_Light,6/11/23,36.2,27.602,2436.457464,colony,Post,NA,15,Cabral_Col7_Dil7_Light,Cabral,1,36.2,2416.039082,-22.15207600000008,72.11458,10,7,08:15:00,09:14:00,1.7336939999997867,3540,0.008019041298641219
Cabral_Col7_Dil7_Light,6/11/23,36.2,27.602,2436.457464,colony,Post,NA,15,Cabral_Col7_Dil7_Light,Cabral,1,36.2,2416.039082,-22.15207600000008,72.11458,10,7,08:15:00,09:14:00,1.7336939999997867,3540,0.008019041298641219
