FileID_csv,Intercept,umol.L.sec,Temp.C,date,start_time,stop_time,colony_number,site,sample_ID,SGD_dil,light_dark,run_block,blank,chamber_channel,date_coral_collected,date_water_collected,color_code,new_colonynumber,SGD_number,weight_g,volume_mL,SA_cm2,spc,salinity,mV,pH,DO_percent,mg_L,temp_C,pH_night,TrisCalDate,phosphate_umolL,silicate_umolL,NN_umolL,ammonia_umolL,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,Ch.Volume.mL,Ch.Volume.L,umol.sec,date_block
Cabral_Day3_Col5_Dil1_Light_06102023_O2.csv,114.4982809,0.012516118,24.95862644,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil1_Light,1,LIGHT,RUN7,0,1,NA,6/7/23,red,13,0,26.1804,15,91.21875,55.3,36.6,-73.7,8.14,67.5,4.34,27.11,8.05,6/14/23,0.05,3.38,0.16,0.52,0.027541506,0.036395897,0.027274219,0.032143323,0.03862979,0.001702354,0.00932353,0.020843317,0.006149893,0.025281237,0.022660135,0.777988113,1.881125422,2.205563451,0.848518953,2.154102215,0.072406677,8.917501331,635,0.635,0.00794773493,6/10/23
Cabral_Day3_Col5_Dil2_Dark_06102023_O2.csv,127.6164572,-0.01509365,27.26004348,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil2_Dark,2,DARK,RUN7,0,2,NA,6/7/23,red,13,0.01,19.1802,12,66.9375,55.1,36.5,-74,8.05,68.6,4.44,27.224,8.06,6/14/23,0.05,3.49,1.04,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,0.638,-0.0096297487,6/10/23
Cabral_Day3_Col5_Dil2_Light_06102023_O2.csv,135.1331418,0.009169303,24.94021264,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil2_Light,2,LIGHT,RUN7,0,2,NA,6/7/23,red,13,0.01,19.1802,12,66.9375,55.1,36.5,-74,8.05,68.6,4.44,27.224,8.06,6/14/23,0.05,3.49,1.04,0.57,0.031737216,0.047266938,0.031466316,0.03659372,0.057623442,0.034940738,0.010816674,0.024172332,0.007311762,0.029818292,0.080610847,0.7335254,1.209431946,2.302686759,0.859882955,3.143634527,0.087601981,12.11241916,638,0.638,0.0058500153140000006,6/10/23
Cabral_Day3_Col5_Dil3_Dark_06102023_O2.csv,110.522891,-0.011750084,27.39756522,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil3_Dark,3,DARK,RUN7,0,3,NA,6/7/23,red,13,0.03,17.6857,12,68.82292,55.2,36.6,-75.5,8.07,63.4,4.1,26.984,8.06,6/14/23,0.04,4.11,0.28,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,0.638,-0.007496553592,6/10/23
Cabral_Day3_Col5_Dil3_Light_06102023_O2.csv,122.1506645,0.009787392,25.10756897,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil3_Light,3,LIGHT,RUN7,0,3,NA,6/7/23,red,13,0.03,17.6857,12,68.82292,55.2,36.6,-75.5,8.07,63.4,4.1,26.984,8.06,6/14/23,0.04,4.11,0.28,0.7,0.026537703,0.042012884,0.02634015,0.033293638,0.043275595,0.00176209,0.009178045,0.020681499,0.006482253,0.025588361,0.035326167,0.808083968,1.536108887,2.322945846,0.791146641,2.438978612,0.080343922,9.462653641,638,0.638,0.006244356096000001,6/10/23
Cabral_Day3_Col5_Dil4_Dark_06102023_O2.csv,124.8599473,-0.02111551,27.24436232,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil4_Dark,4,DARK,RUN7,0,4,NA,6/7/23,red,13,0.05,28.3623,22,145.03125,55.2,36.5,-74.8,8.06,67.8,4.38,27.108,8.06,6/14/23,0.05,3.13,3.25,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,0.628,-0.01326054028,6/10/23
Cabral_Day3_Col5_Dil4_Light_06102023_O2.csv,129.6116314,0.020886957,25.07598851,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil4_Light,4,LIGHT,RUN7,0,4,NA,6/7/23,red,13,0.05,28.3623,22,145.03125,55.2,36.5,-74.8,8.06,67.8,4.38,27.108,8.06,6/14/23,0.05,3.13,3.25,0.76,0.032054407,0.052447792,0.031679708,0.039701444,0.074762801,0.024397015,0.009610195,0.025273474,0.006445277,0.029904699,0.08195,0.76749146,1.085284668,2.243121157,0.797948507,3.753605798,0.097907828,13.61448462,628,0.628,0.013117008996,6/10/23
Cabral_Day3_Col5_Dil5_Dark_06102023_O2.csv,139.1559622,-0.015856175,27.23405797,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil5_Dark,5,DARK,RUN7,0,5,NA,6/7/23,red,13,0.1,19.6728,10,75.54167,55.2,36.5,-75.4,8.07,72.1,4.61,27.058,8.06,6/14/23,0.06,5.23,0.17,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,0.64,-0.010147952,6/10/23
Cabral_Day3_Col5_Dil5_Light_06102023_O2.csv,142.1072451,0.013198825,24.91315517,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil5_Light,5,LIGHT,RUN7,0,5,NA,6/7/23,red,13,0.1,19.6728,10,75.54167,55.2,36.5,-75.4,8.07,72.1,4.61,27.058,8.06,6/14/23,0.06,5.23,0.17,0.43,0.028625392,0.043729344,0.028343453,0.034453563,0.051317702,0.005654638,0.009817384,0.022694546,0.006565813,0.026823616,0.0559344,0.807203844,1.449503267,2.211116007,0.822656679,2.638038299,0.078448009,10.87415295,640,0.64,0.008447248000000001,6/10/23
Cabral_Day3_Col5_Dil6_Dark_06102023_O2.csv,121.0374551,-0.008981675,27.40907246,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil6_Dark,6,DARK,RUN7,0,6,NA,6/7/23,red,13,0.5,16.458,10,52.1875,55,36.4,-75.4,8.07,67.9,4.39,27.294,8.06,6/14/23,0.13,6.59,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,0.64,-0.005748272,6/10/23
Cabral_Day3_Col5_Dil6_Light_06102023_O2.csv,125.7999501,0.008406147,25.03886207,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil6_Light,6,LIGHT,RUN7,0,6,NA,6/7/23,red,13,0.5,16.458,10,52.1875,55,36.4,-75.4,8.07,67.9,4.39,27.294,8.06,6/14/23,0.13,6.59,0.4,2,0.0308233,0.042561833,0.031364155,0.03327133,0.059961955,0.028377087,0.012400193,0.025084863,0.008376353,0.034378401,0.023501125,0.819180917,1.466428569,2.056216488,0.942678117,2.952221932,0.080487173,11.8854843,640,0.64,0.00537993408,6/10/23
Cabral_Day3_Col5_Dil7_Dark_06102023_O2.csv,118.4224637,-0.017993338,27.5544058,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil7_Dark,7,DARK,RUN7,0,7,NA,6/7/23,red,13,1,24.5513,13,90.85937,54.6,36.1,-74.9,8.06,65.2,4.2,27.269,8.06,6/14/23,0.09,8.39,0.06,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,0.637,-0.011461756306000001,6/10/23
Cabral_Day3_Col5_Dil7_Light_06102023_O2.csv,115.8754895,0.013451145,25.28036207,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil7_Light,7,LIGHT,RUN7,0,7,NA,6/7/23,red,13,1,24.5513,13,90.85937,54.6,36.1,-74.9,8.06,65.2,4.2,27.269,8.06,6/14/23,0.09,8.39,0.06,0.31,0.042463456,0.042923687,0.043421322,0.050221284,0.087439697,0.033423894,0.012712891,0.035618074,0.008624743,0.036047607,0.056397002,0.802758413,1.41195179,2.282496801,0.864600003,3.694606246,0.079838264,14.97867506,637,0.637,0.008568379365,6/10/23
Cabral_Day3_Col5_Dil8_Dark_06102023_O2.csv,138.3748467,-0.01785351,27.42495652,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil8_Dark,8,DARK,RUN7,0,9,NA,6/7/23,red,13,2,24.3765,13,104.96875,54.3,35.9,-75.5,8.07,67.2,4.35,26.909,8.05,6/14/23,0.09,15.42,0.24,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,0.637,-0.01137268587,6/10/23
Cabral_Day3_Col5_Dil8_Light_06102023_O2.csv,139.8279299,0.011021899,25.0561954,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil8_Light,8,LIGHT,RUN7,0,9,NA,6/7/23,red,13,2,24.3765,13,104.96875,54.3,35.9,-75.5,8.07,67.2,4.35,26.909,8.05,6/14/23,0.09,15.42,0.24,0.88,0.027992854,0.033488243,0.028902429,0.030560495,0.046481338,0.023480675,0.009874848,0.023420476,0.006861607,0.026253268,0.048416912,0.847143223,1.390917706,2.140984523,0.945744794,2.483270656,0.076890451,10.44839156,637,0.637,0.007020949663,6/10/23
Cabral_Day3_Col5_Dil9_Dark_06102023_O2.csv,139.8005255,-0.011310158,27.61744928,6/10/23,10:02:00,10:28:00,5,Cabral,Cabral_Col5_Dil9_Dark,9,DARK,RUN7,0,10,NA,6/7/23,red,13,4,15.7291,12,52.13542,53.4,35.2,-75.8,8.08,66.2,4.28,27.163,8.05,6/14/23,0.12,24.72,0.04,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,0.638,-0.007215880804,6/10/23
Cabral_Day3_Col5_Dil9_Light_06102023_O2.csv,135.0393016,0.005921724,25.15309195,6/10/23,08:12:00,09:13:00,5,Cabral,Cabral_Col5_Dil9_Light,9,LIGHT,RUN7,0,10,NA,6/7/23,red,13,4,15.7291,12,52.13542,53.4,35.2,-75.8,8.08,66.2,4.28,27.163,8.05,6/14/23,0.12,24.72,0.04,0.39,0.035165821,0.046999815,0.036737927,0.038709162,0.067170255,0.018752172,0.01400442,0.030494749,0.009981765,0.034996189,0.043934515,0.863620105,1.350160011,2.030714746,0.949075764,3.302860785,0.080619073,12.96723223,638,0.638,0.003778059912,6/10/23
Cabral_Day3_Col6_Dil1_Dark_06102023_O2.csv,137.2958683,-0.016719677,27.48240476,6/10/23,12:40:00,13:11:00,6,Cabral,Cabral_Col6_Dil1_Dark,1,DARK,RUN8,0,1,NA,6/7/23,light_green,14,0,33.1973,20,73.53125,55.3,36.6,-73.7,8.14,67.5,4.34,27.11,8.05,6/14/23,0.05,3.38,0.16,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,0.63,-0.01053339651,6/10/23
Cabral_Day3_Col6_Dil1_Light_06102023_O2.csv,123.0957416,0.012854573,27.22780864,6/10/23,11:00:00,11:57:00,6,Cabral,Cabral_Col6_Dil1_Light,1,LIGHT,RUN8,0,1,NA,6/7/23,light_green,14,0,33.1973,20,73.53125,55.3,36.6,-73.7,8.14,67.5,4.34,27.11,8.05,6/14/23,0.05,3.38,0.16,0.52,0.027541506,0.036395897,0.027274219,0.032143323,0.03862979,0.001702354,0.00932353,0.020843317,0.006149893,0.025281237,0.022660135,0.777988113,1.881125422,2.205563451,0.848518953,2.154102215,0.072406677,8.917501331,630,0.63,0.00809838099,6/10/23
Cabral_Day3_Col6_Dil2_Dark_06102023_O2.csv,121.1495814,-0.020276646,27.29867857,6/10/23,12:40:00,13:11:00,6,Cabral,Cabral_Col6_Dil2_Dark,2,DARK,RUN8,0,2,NA,6/7/23,light_green,14,0.01,20.026,12,89.58854,55.1,36.5,-74,8.05,68.6,4.44,27.224,8.06,6/14/23,0.05,3.49,1.04,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,0.638,-0.012936500148,6/10/23
Cabral_Day3_Col6_Dil2_Light_06102023_O2.csv,128.2644563,0.017661146,27.15264198,6/10/23,11:00:00,11:57:00,6,Cabral,Cabral_Col6_Dil2_Light,2,LIGHT,RUN8,0,2,NA,6/7/23,light_green,14,0.01,20.026,12,89.58854,55.1,36.5,-74,8.05,68.6,4.44,27.224,8.06,6/14/23,0.05,3.49,1.04,0.57,0.031737216,0.047266938,0.031466316,0.03659372,0.057623442,0.034940738,0.010816674,0.024172332,0.007311762,0.029818292,0.080610847,0.7335254,1.209431946,2.302686759,0.859882955,3.143634527,0.087601981,12.11241916,638,0.638,0.011267811148,6/10/23
Cabral_Day3_Col6_Dil3_Dark_06102023_O2.csv,107.739237,-0.014796219,27.44191667,6/10/23,12:40:00,13:11:00,6,Cabral,Cabral_Col6_Dil3_Dark,3,DARK,RUN8,0,3,NA,6/7/23,light_green,14,0.03,31.5235,20,105.30729,55.2,36.6,-75.5,8.07,63.4,4.1,26.984,8.06,6/14/23,0.04,4.11,0.28,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,0.63,-0.00932161797,6/10/23
Cabral_Day3_Col6_Dil3_Light_06102023_O2.csv,112.0813062,0.017327753,27.24038889,6/10/23,11:00:00,11:57:00,6,Cabral,Cabral_Col6_Dil3_Light,3,LIGHT,RUN8,0,3,NA,6/7/23,light_green,14,0.03,31.5235,20,105.30729,55.2,36.6,-75.5,8.07,63.4,4.1,26.984,8.06,6/14/23,0.04,4.11,0.28,0.7,0.026537703,0.042012884,0.02634015,0.033293638,0.043275595,0.00176209,0.009178045,0.020681499,0.006482253,0.025588361,0.035326167,0.808083968,1.536108887,2.322945846,0.791146641,2.438978612,0.080343922,9.462653641,630,0.63,0.010916484390000002,6/10/23
Cabral_Day3_Col6_Dil4_Dark_06102023_O2.csv,148.9407452,-0.015989844,27.56892857,6/10/23,12:40:00,13:11:00,6,Cabral,Cabral_Col6_Dil4_Dark,4,DARK,RUN8,0,4,NA,6/7/23,light_green,14,0.05,30.4114,12,91.76562,55.2,36.5,-74.8,8.06,67.8,4.38,27.108,8.06,6/14/23,0.05,3.13,3.25,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,0.638,-0.010201520472,6/10/23
Cabral_Day3_Col6_Dil4_Light_06102023_O2.csv,138.0094331,0.017737363,27.1017716,6/10/23,11:00:00,11:57:00,6,Cabral,Cabral_Col6_Dil4_Light,4,LIGHT,RUN8,0,4,NA,6/7/23,light_green,14,0.05,30.4114,12,91.76562,55.2,36.5,-74.8,8.06,67.8,4.38,27.108,8.06,6/14/23,0.05,3.13,3.25,0.76,0.032054407,0.052447792,0.031679708,0.039701444,0.074762801,0.024397015,0.009610195,0.025273474,0.006445277,0.029904699,0.08195,0.76749146,1.085284668,2.243121157,0.797948507,3.753605798,0.097907828,13.61448462,638,0.638,0.011316437593999999,6/10/23
Cabral_Day3_Col6_Dil5_Dark_06102023_O2.csv,120.6537444,-0.021343888,27.2892619,6/10/23,12:40:00,13:11:00,6,Cabral,Cabral_Col6_Dil5_Dark,5,DARK,RUN8,0,5,NA,6/7/23,light_green,14,0.1,43.4612,25,138.09375,55.2,36.5,-75.4,8.07,72.1,4.61,27.058,8.06,6/14/23,0.06,5.23,0.17,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,0.625,-0.01333993,6/10/23
Cabral_Day3_Col6_Dil5_Light_06102023_O2.csv,139.7425579,0.028515019,27.07974074,6/10/23,11:00:00,11:57:00,6,Cabral,Cabral_Col6_Dil5_Light,5,LIGHT,RUN8,0,5,NA,6/7/23,light_green,14,0.1,43.4612,25,138.09375,55.2,36.5,-75.4,8.07,72.1,4.61,27.058,8.06,6/14/23,0.06,5.23,0.17,0.43,0.028625392,0.043729344,0.028343453,0.034453563,0.051317702,0.005654638,0.009817384,0.022694546,0.006565813,0.026823616,0.0559344,0.807203844,1.449503267,2.211116007,0.822656679,2.638038299,0.078448009,10.87415295,625,0.625,0.017821886874999998,6/10/23
