Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
5044425,10/5/23 16:27:42,0.708,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.761,μmol/L,18.953,°C,987.000,hPa,Humid,35,0,,0,22.646,134982,254629.00,28.35,58.10,#N/A
5044428,10/5/23 16:27:43,0.725,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.597,μmol/L,18.934,°C,987.000,hPa,Humid,35,0,,0,22.661,135038,254621.86,28.35,58.10,#N/A
5044433,10/5/23 16:27:44,0.741,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.654,μmol/L,18.934,°C,987.000,hPa,Humid,35,0,,0,22.658,135037,254618.11,28.35,58.10,#N/A
5044437,10/5/23 16:27:45,0.758,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.523,μmol/L,18.928,°C,987.000,hPa,Humid,35,0,,0,22.667,135057,254607.58,28.35,58.10,#N/A
5044440,10/5/23 16:27:46,0.775,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.635,μmol/L,18.934,°C,987.000,hPa,Humid,35,0,,0,22.659,135030,254605.32,28.35,58.10,#N/A
5044446,10/5/23 16:27:47,0.791,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.616,μmol/L,18.934,°C,987.000,hPa,Humid,35,0,,0,22.660,135020,254603.42,28.35,58.10,#N/A
5044450,10/5/23 16:27:48,0.808,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.805,μmol/L,18.934,°C,987.000,hPa,Humid,35,0,,0,22.650,134969,254593.60,28.35,58.10,#N/A
5044452,10/5/23 16:27:49,0.825,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.883,μmol/L,18.928,°C,987.000,hPa,Humid,35,0,,0,22.648,134945,254597.54,28.35,58.10,#N/A
5044456,10/5/23 16:27:50,0.841,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.803,μmol/L,18.940,°C,987.000,hPa,Humid,35,0,,0,22.648,134945,254594.48,28.35,58.10,#N/A
5044462,10/5/23 16:27:51,0.858,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.746,μmol/L,18.940,°C,987.000,hPa,Humid,35,0,,0,22.651,134944,254593.20,28.35,58.10,#N/A
5044466,10/5/23 16:27:52,0.875,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.746,μmol/L,18.940,°C,987.000,hPa,Humid,35,0,,0,22.651,134935,254590.14,28.35,58.10,#N/A
5044469,10/5/23 16:27:53,0.892,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.668,μmol/L,18.947,°C,987.000,hPa,Humid,35,0,,0,22.653,134928,254586.54,28.35,58.10,#N/A
5044474,10/5/23 16:27:54,0.908,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.593,μmol/L,18.947,°C,987.000,hPa,Humid,35,0,,0,22.657,134924,254575.58,28.35,58.10,#N/A
5044477,10/5/23 16:27:55,0.925,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.666,μmol/L,18.953,°C,987.000,hPa,Humid,35,0,,0,22.651,134917,254577.53,28.35,58.10,#N/A
5044482,10/5/23 16:27:56,0.941,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.589,μmol/L,18.959,°C,987.000,hPa,Humid,35,0,,0,22.653,134913,254572.75,28.35,58.10,#N/A
5044484,10/5/23 16:27:57,0.958,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.587,μmol/L,18.965,°C,987.000,hPa,Humid,35,0,,0,22.651,134904,254565.83,28.35,58.10,#N/A
5044489,10/5/23 16:27:58,0.974,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.409,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.652,134897,254563.77,28.35,58.10,#N/A
5044493,10/5/23 16:27:59,0.991,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.465,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.649,134892,254561.10,28.35,58.10,#N/A
5044498,10/5/23 16:28:00,1.008,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.407,μmol/L,18.996,°C,987.000,hPa,Humid,35,0,,0,22.650,134880,254560.30,28.35,58.10,#N/A
5044500,10/5/23 16:28:01,1.024,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.329,μmol/L,19.002,°C,987.000,hPa,Humid,35,0,,0,22.652,134869,254555.29,28.35,58.10,#N/A
5044504,10/5/23 16:28:02,1.041,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.325,μmol/L,19.014,°C,987.000,hPa,Humid,35,0,,0,22.648,134858,254552.00,28.35,58.10,#N/A
5044510,10/5/23 16:28:03,1.058,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.283,μmol/L,19.026,°C,987.000,hPa,Humid,35,0,,0,22.646,134852,254548.90,28.35,58.10,#N/A
5044512,10/5/23 16:28:04,1.074,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.227,μmol/L,19.026,°C,987.000,hPa,Humid,35,0,,0,22.649,134837,254530.98,28.35,58.10,#N/A
5044516,10/5/23 16:28:05,1.091,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.243,μmol/L,19.032,°C,987.000,hPa,Humid,35,0,,0,22.646,134833,254534.98,28.35,58.10,#N/A
5044520,10/5/23 16:28:06,1.108,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.128,μmol/L,19.039,°C,987.000,hPa,Humid,35,0,,0,22.650,134821,254529.19,28.35,58.10,#N/A
5044526,10/5/23 16:28:07,1.125,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.204,μmol/L,19.039,°C,987.000,hPa,Humid,35,0,,0,22.646,134817,254523.23,28.35,58.10,#N/A
5044528,10/5/23 16:28:08,1.141,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.185,μmol/L,19.039,°C,987.000,hPa,Humid,35,0,,0,22.647,134807,254532.98,28.35,58.10,#N/A
5044532,10/5/23 16:28:09,1.158,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.239,μmol/L,19.045,°C,987.000,hPa,Humid,35,0,,0,22.642,134792,254524.39,28.35,58.10,#N/A
5044536,10/5/23 16:28:10,1.175,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.160,μmol/L,19.057,°C,987.000,hPa,Humid,35,0,,0,22.642,134789,254519.54,28.35,58.10,#N/A
5044540,10/5/23 16:28:11,1.191,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.078,μmol/L,19.075,°C,987.000,hPa,Humid,35,0,,0,22.640,134766,254515.15,28.35,58.10,#N/A
5044544,10/5/23 16:28:12,1.208,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.997,μmol/L,19.094,°C,987.000,hPa,Humid,35,0,,0,22.638,134757,254500.46,28.35,58.10,#N/A
5044548,10/5/23 16:28:13,1.225,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.957,μmol/L,19.100,°C,987.000,hPa,Humid,35,0,,0,22.638,134746,254507.09,28.35,58.10,#N/A
5044554,10/5/23 16:28:14,1.242,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.957,μmol/L,19.100,°C,987.000,hPa,Humid,35,0,,0,22.638,134729,254499.06,28.35,58.10,#N/A
5044556,10/5/23 16:28:15,1.258,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.114,μmol/L,19.081,°C,987.000,hPa,Humid,35,0,,0,22.636,134712,254498.04,28.35,58.10,#N/A
5044560,10/5/23 16:28:16,1.274,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.290,μmol/L,19.063,°C,987.000,hPa,Humid,35,0,,0,22.633,134703,254497.01,28.35,58.10,#N/A
5044564,10/5/23 16:28:17,1.291,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.525,μmol/L,19.039,°C,987.000,hPa,Humid,35,0,,0,22.629,134691,254482.59,28.35,58.10,#N/A
5044568,10/5/23 16:28:18,1.308,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.529,μmol/L,19.026,°C,987.000,hPa,Humid,35,0,,0,22.633,134668,254483.15,28.35,58.10,#N/A
5044572,10/5/23 16:28:19,1.324,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.741,μmol/L,19.014,°C,987.000,hPa,Humid,35,0,,0,22.626,134650,254489.21,28.35,58.10,#N/A
5044576,10/5/23 16:28:20,1.341,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.914,μmol/L,19.008,°C,987.000,hPa,Humid,35,0,,0,22.619,134626,254476.08,28.35,58.10,#N/A
5044582,10/5/23 16:28:21,1.358,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.934,μmol/L,19.002,°C,987.000,hPa,Humid,35,0,,0,22.620,134618,254479.36,28.35,58.10,#N/A
5044584,10/5/23 16:28:22,1.374,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.033,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.619,134608,254475.47,28.35,58.10,#N/A
5044588,10/5/23 16:28:23,1.391,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.014,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.620,134596,254465.05,28.35,58.10,#N/A
5044594,10/5/23 16:28:24,1.408,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.052,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.618,134591,254463.66,28.35,58.10,#N/A
5044598,10/5/23 16:28:25,1.425,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.997,μmol/L,18.983,°C,987.000,hPa,Humid,35,0,,0,22.623,134599,254466.39,28.35,58.10,#N/A
5044600,10/5/23 16:28:26,1.441,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.016,μmol/L,18.983,°C,987.000,hPa,Humid,35,0,,0,22.622,134601,254460.41,28.35,58.10,#N/A
5044604,10/5/23 16:28:27,1.458,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.997,μmol/L,18.983,°C,987.000,hPa,Humid,35,0,,0,22.623,134603,254441.69,28.35,58.10,#N/A
5044610,10/5/23 16:28:28,1.475,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.920,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.625,134595,254449.88,28.35,58.10,#N/A
5044612,10/5/23 16:28:29,1.491,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.899,μmol/L,18.996,°C,987.000,hPa,Humid,35,0,,0,22.624,134600,254443.85,28.35,58.10,#N/A
5044616,10/5/23 16:28:30,1.508,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.882,μmol/L,18.989,°C,987.000,hPa,Humid,35,0,,0,22.627,134604,254442.37,28.35,58.10,#N/A
5044622,10/5/23 16:28:31,1.525,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.880,μmol/L,18.996,°C,987.000,hPa,Humid,35,0,,0,22.625,134577,254444.65,28.35,58.10,#N/A
5044624,10/5/23 16:28:32,1.541,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.972,μmol/L,19.002,°C,987.000,hPa,Humid,35,0,,0,22.618,134537,254429.27,28.35,58.10,#N/A
5044628,10/5/23 16:28:33,1.558,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.953,μmol/L,19.002,°C,987.000,hPa,Humid,35,0,,0,22.619,134533,254430.61,28.35,58.10,#N/A
5044632,10/5/23 16:28:34,1.575,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.914,μmol/L,19.008,°C,987.000,hPa,Humid,35,0,,0,22.619,134542,254443.87,28.35,58.10,#N/A
5044638,10/5/23 16:28:35,1.592,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.989,μmol/L,19.008,°C,987.000,hPa,Humid,35,0,,0,22.615,134526,254438.34,28.35,58.10,#N/A
5044640,10/5/23 16:28:36,1.608,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.027,μmol/L,19.008,°C,987.000,hPa,Humid,35,0,,0,22.613,134500,254423.40,28.35,58.10,#N/A
5044644,10/5/23 16:28:37,1.624,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.063,μmol/L,19.014,°C,987.000,hPa,Humid,35,0,,0,22.609,134481,254415.35,28.35,58.10,#N/A
5044650,10/5/23 16:28:38,1.641,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.985,μmol/L,19.020,°C,987.000,hPa,Humid,35,0,,0,22.611,134480,254419.76,28.35,58.10,#N/A
5044654,10/5/23 16:28:39,1.658,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.004,μmol/L,19.020,°C,987.000,hPa,Humid,35,0,,0,22.610,134469,254416.54,28.35,58.10,#N/A
5044656,10/5/23 16:28:40,1.674,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.948,μmol/L,19.020,°C,987.000,hPa,Humid,35,0,,0,22.613,134458,254419.53,28.35,58.10,#N/A
5044661,10/5/23 16:28:41,1.691,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.061,μmol/L,19.020,°C,987.000,hPa,Humid,35,0,,0,22.607,134450,254403.54,28.35,58.10,#N/A
5044666,10/5/23 16:28:42,1.708,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.059,μmol/L,19.026,°C,987.000,hPa,Humid,35,0,,0,22.605,134422,254394.37,28.35,58.10,#N/A
5044670,10/5/23 16:28:43,1.725,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.114,μmol/L,19.032,°C,987.000,hPa,Humid,35,0,,0,22.600,134389,254395.41,28.35,58.10,#N/A
5044673,10/5/23 16:28:44,1.741,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.034,μmol/L,19.045,°C,987.000,hPa,Humid,35,0,,0,22.600,134382,254387.62,28.35,58.10,#N/A
5044677,10/5/23 16:28:45,1.758,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,223.074,μmol/L,19.039,°C,987.000,hPa,Humid,35,0,,0,22.600,134384,254386.48,28.35,58.10,#N/A
5044681,10/5/23 16:28:46,1.775,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.995,μmol/L,19.051,°C,987.000,hPa,Humid,35,0,,0,22.600,134369,254392.11,28.35,58.10,#N/A
5044685,10/5/23 16:28:47,1.792,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.957,μmol/L,19.051,°C,987.000,hPa,Humid,35,0,,0,22.602,134364,254385.46,28.35,58.10,#N/A
5044688,10/5/23 16:28:48,1.808,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.896,μmol/L,19.063,°C,987.000,hPa,Humid,35,0,,0,22.601,134377,254374.86,28.35,58.10,#N/A
5044694,10/5/23 16:28:49,1.824,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.930,μmol/L,19.075,°C,987.000,hPa,Humid,35,0,,0,22.595,134346,254382.47,28.35,58.10,#N/A
5044696,10/5/23 16:28:50,1.841,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.892,μmol/L,19.075,°C,987.000,hPa,Humid,35,0,,0,22.597,134335,254379.29,28.35,58.10,#N/A
5044701,10/5/23 16:28:51,1.858,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.795,μmol/L,19.081,°C,987.000,hPa,Humid,35,0,,0,22.600,134341,254368.56,28.35,58.10,#N/A
5044705,10/5/23 16:28:52,1.874,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.676,μmol/L,19.100,°C,987.000,hPa,Humid,35,0,,0,22.600,134337,254370.40,28.35,58.10,#N/A
5044710,10/5/23 16:28:53,1.891,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.674,μmol/L,19.106,°C,987.000,hPa,Humid,35,0,,0,22.598,134325,254366.47,28.35,58.10,#N/A
5044713,10/5/23 16:28:54,1.908,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.579,μmol/L,19.106,°C,987.000,hPa,Humid,35,0,,0,22.603,134324,254365.63,28.35,58.10,#N/A
5044717,10/5/23 16:28:55,1.925,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.632,μmol/L,19.118,°C,987.000,hPa,Humid,35,0,,0,22.596,134324,254353.37,28.35,58.10,#N/A
5044720,10/5/23 16:28:56,1.941,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.515,μmol/L,19.131,°C,987.000,hPa,Humid,35,0,,0,22.598,134315,254355.30,28.35,58.10,#N/A
5044724,10/5/23 16:28:57,1.958,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.433,μmol/L,19.149,°C,987.000,hPa,Humid,35,0,,0,22.596,134312,254352.25,28.35,58.10,#N/A
5044728,10/5/23 16:28:58,1.975,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.215,μmol/L,19.180,°C,987.000,hPa,Humid,35,0,,0,22.597,134299,254344.62,28.35,58.10,#N/A
5044732,10/5/23 16:28:59,1.991,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,222.153,μmol/L,19.198,°C,987.000,hPa,Humid,35,0,,0,22.594,134292,254336.13,28.35,58.10,#N/A
5044736,10/5/23 16:29:00,2.008,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.996,μmol/L,19.216,°C,987.000,hPa,Humid,35,0,,0,22.596,134281,254333.48,28.35,58.10,#N/A
5044741,10/5/23 16:29:01,2.025,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.915,μmol/L,19.235,°C,987.000,hPa,Humid,35,0,,0,22.594,134277,254324.89,28.35,58.10,#N/A
5044745,10/5/23 16:29:02,2.042,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.796,μmol/L,19.253,°C,987.000,hPa,Humid,35,0,,0,22.594,134275,254333.14,28.35,58.10,#N/A
5044749,10/5/23 16:29:03,2.058,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.698,μmol/L,19.266,°C,987.000,hPa,Humid,35,0,,0,22.595,134268,254320.67,28.35,58.10,#N/A
5044752,10/5/23 16:29:04,2.075,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.579,μmol/L,19.284,°C,987.000,hPa,Humid,35,0,,0,22.595,134265,254320.67,28.35,58.10,#N/A
5044757,10/5/23 16:29:05,2.091,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.383,μmol/L,19.308,°C,987.000,hPa,Humid,35,0,,0,22.597,134267,254321.38,28.35,58.10,#N/A
5044761,10/5/23 16:29:06,2.108,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.421,μmol/L,19.308,°C,987.000,hPa,Humid,35,0,,0,22.595,134254,254314.99,28.35,58.10,#N/A
5044765,10/5/23 16:29:07,2.124,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.359,μmol/L,19.327,°C,987.000,hPa,Humid,35,0,,0,22.592,134252,254304.15,28.35,58.10,#N/A
5044768,10/5/23 16:29:08,2.141,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.321,μmol/L,19.327,°C,987.000,hPa,Humid,35,0,,0,22.594,134248,254316.34,28.35,58.10,#N/A
5044773,10/5/23 16:29:09,2.158,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.204,μmol/L,19.339,°C,987.000,hPa,Humid,35,0,,0,22.596,134240,254302.05,28.35,58.10,#N/A
5044778,10/5/23 16:29:10,2.175,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.203,μmol/L,19.345,°C,987.000,hPa,Humid,35,0,,0,22.594,134229,254304.31,28.35,58.10,#N/A
5044780,10/5/23 16:29:11,2.191,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.221,μmol/L,19.345,°C,987.000,hPa,Humid,35,0,,0,22.593,134225,254307.02,28.35,58.10,#N/A
5044785,10/5/23 16:29:12,2.208,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.047,μmol/L,19.364,°C,987.000,hPa,Humid,35,0,,0,22.596,134218,254305.58,28.35,58.10,#N/A
5044789,10/5/23 16:29:13,2.225,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.180,μmol/L,19.358,°C,987.000,hPa,Humid,35,0,,0,22.591,134213,254296.99,28.35,58.10,#N/A
5044792,10/5/23 16:29:14,2.241,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.103,μmol/L,19.364,°C,987.000,hPa,Humid,35,0,,0,22.593,134201,254287.34,28.35,58.10,#N/A
5044796,10/5/23 16:29:15,2.258,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.080,μmol/L,19.376,°C,987.000,hPa,Humid,35,0,,0,22.590,134182,254280.91,28.35,58.10,#N/A
5044802,10/5/23 16:29:16,2.275,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.077,μmol/L,19.388,°C,987.000,hPa,Humid,35,0,,0,22.586,134164,254285.89,28.35,58.10,#N/A
5044806,10/5/23 16:29:17,2.292,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.227,μmol/L,19.388,°C,987.000,hPa,Humid,35,0,,0,22.578,134128,254282.46,28.35,58.10,#N/A
5044808,10/5/23 16:29:18,2.308,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.207,μmol/L,19.394,°C,987.000,hPa,Humid,35,0,,0,22.577,134107,254279.35,28.35,58.10,#N/A
5044813,10/5/23 16:29:19,2.325,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.244,μmol/L,19.394,°C,987.000,hPa,Humid,35,0,,0,22.575,134106,254272.50,28.35,58.10,#N/A
5044818,10/5/23 16:29:20,2.341,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.282,μmol/L,19.394,°C,987.000,hPa,Humid,35,0,,0,22.573,134100,254266.82,28.35,58.10,#N/A
5044820,10/5/23 16:29:21,2.358,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.186,μmol/L,19.401,°C,987.000,hPa,Humid,35,0,,0,22.576,134100,254270.08,28.35,58.10,#N/A
5044825,10/5/23 16:29:22,2.374,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.165,μmol/L,19.407,°C,987.000,hPa,Humid,35,0,,0,22.575,134074,254262.17,28.35,58.10,#N/A
5044829,10/5/23 16:29:23,2.391,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.239,μmol/L,19.413,°C,987.000,hPa,Humid,35,0,,0,22.569,134060,254262.18,28.35,58.10,#N/A
5044834,10/5/23 16:29:24,2.408,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.275,μmol/L,19.419,°C,987.000,hPa,Humid,35,0,,0,22.565,134029,254259.21,28.35,58.10,#N/A
5044836,10/5/23 16:29:25,2.424,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.079,μmol/L,19.443,°C,987.000,hPa,Humid,35,0,,0,22.567,134027,254249.84,28.35,58.10,#N/A
5044841,10/5/23 16:29:26,2.441,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,220.942,μmol/L,19.462,°C,987.000,hPa,Humid,35,0,,0,22.568,134037,254240.94,28.35,58.10,#N/A
5044845,10/5/23 16:29:27,2.458,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.077,μmol/L,19.450,°C,987.000,hPa,Humid,35,0,,0,22.565,134034,254245.98,28.35,58.10,#N/A
5044848,10/5/23 16:29:28,2.474,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.254,μmol/L,19.425,°C,987.000,hPa,Humid,35,0,,0,22.564,134008,254233.49,28.35,58.10,#N/A
5044852,10/5/23 16:29:29,2.491,OXY_CH1 (PSt7-10),13/9/19 10:45:44,default,221.469,μmol/L,19.401,°C,987.000,hPa,Humid,35,0,,0,22.561,133989,254236.51,28.35,58.10,#N/A
