Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
5044415,10/5/23 16:27:40,0.738,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.045,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.716,106644,263127.31,28.35,65.20,#N/A
5044419,10/5/23 16:27:41,0.754,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.045,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.716,106627,263125.05,28.35,65.20,#N/A
5044423,10/5/23 16:27:42,0.771,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.032,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.717,106625,263111.20,28.35,65.20,#N/A
5044427,10/5/23 16:27:43,0.788,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.063,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.715,106624,263103.13,28.35,65.20,#N/A
5044431,10/5/23 16:27:44,0.804,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.050,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.716,106618,263100.35,28.35,65.20,#N/A
5044435,10/5/23 16:27:45,0.821,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.008,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.718,106606,263086.47,28.35,65.20,#N/A
5044439,10/5/23 16:27:46,0.838,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.008,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.718,106598,263077.87,28.35,65.20,#N/A
5044443,10/5/23 16:27:47,0.854,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.063,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.715,106589,263079.50,28.35,65.20,#N/A
5044447,10/5/23 16:27:48,0.871,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.045,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.716,106590,263062.31,28.35,65.20,#N/A
5044451,10/5/23 16:27:49,0.888,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.099,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.713,106562,263052.46,28.35,65.20,#N/A
5044455,10/5/23 16:27:50,0.905,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.063,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.715,106568,263048.58,28.35,65.20,#N/A
5044459,10/5/23 16:27:51,0.921,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,213.972,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.720,106563,263040.01,28.35,65.20,#N/A
5044463,10/5/23 16:27:52,0.938,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.063,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.715,106553,263040.10,28.35,65.20,#N/A
5044467,10/5/23 16:27:53,0.955,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.081,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.714,106542,263030.29,28.35,65.20,#N/A
5044471,10/5/23 16:27:54,0.971,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.045,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.716,106535,263027.77,28.35,65.20,#N/A
5044475,10/5/23 16:27:55,0.988,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.099,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.713,106522,263016.51,28.35,65.20,#N/A
5044479,10/5/23 16:27:56,1.004,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.118,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.712,106527,263005.02,28.35,65.20,#N/A
5044483,10/5/23 16:27:57,1.021,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.118,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.712,106505,263016.51,28.35,65.20,#N/A
5044487,10/5/23 16:27:58,1.037,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.136,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.711,106503,262994.64,28.35,65.20,#N/A
5044491,10/5/23 16:27:59,1.054,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.081,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.714,106503,262985.80,28.35,65.20,#N/A
5044495,10/5/23 16:28:00,1.071,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.118,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.712,106493,262979.31,28.35,65.20,#N/A
5044499,10/5/23 16:28:01,1.087,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.099,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.713,106483,262967.83,28.35,65.20,#N/A
5044503,10/5/23 16:28:02,1.104,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.209,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.707,106452,262959.83,28.35,65.20,#N/A
5044507,10/5/23 16:28:03,1.121,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.263,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.704,106463,262954.06,28.35,65.20,#N/A
5044511,10/5/23 16:28:04,1.138,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.263,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.704,106446,262954.94,28.35,65.20,#N/A
5044515,10/5/23 16:28:05,1.155,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.190,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.708,106442,262938.11,28.35,65.20,#N/A
5044519,10/5/23 16:28:06,1.171,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.263,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.704,106438,262937.83,28.35,65.20,#N/A
5044523,10/5/23 16:28:07,1.188,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.227,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.706,106430,262938.88,28.35,65.20,#N/A
5044527,10/5/23 16:28:08,1.205,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.227,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.706,106435,262929.45,28.35,65.20,#N/A
5044531,10/5/23 16:28:09,1.221,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.190,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.708,106429,262923.12,28.35,65.20,#N/A
5044535,10/5/23 16:28:10,1.237,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.227,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.706,106410,262906.44,28.35,65.20,#N/A
5044539,10/5/23 16:28:11,1.254,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.263,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.704,106404,262900.38,28.35,65.20,#N/A
5044543,10/5/23 16:28:12,1.271,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.282,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.703,106394,262901.72,28.35,65.20,#N/A
5044547,10/5/23 16:28:13,1.288,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.282,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.703,106384,262891.83,28.35,65.20,#N/A
5044551,10/5/23 16:28:14,1.304,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.282,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.703,106375,262880.67,28.35,65.20,#N/A
5044555,10/5/23 16:28:15,1.321,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.282,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.703,106360,262873.81,28.35,65.20,#N/A
5044559,10/5/23 16:28:16,1.338,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.318,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.701,106356,262859.37,28.35,65.20,#N/A
5044563,10/5/23 16:28:17,1.354,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.391,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.697,106352,262865.90,28.35,65.20,#N/A
5044567,10/5/23 16:28:18,1.371,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.355,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.699,106345,262852.68,28.35,65.20,#N/A
5044571,10/5/23 16:28:19,1.388,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.263,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.704,106342,262850.18,28.35,65.20,#N/A
5044575,10/5/23 16:28:20,1.405,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.300,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.702,106336,262832.17,28.35,65.20,#N/A
5044579,10/5/23 16:28:21,1.421,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.446,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.694,106317,262821.75,28.35,65.20,#N/A
5044583,10/5/23 16:28:22,1.438,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.464,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.693,106306,262827.85,28.35,65.20,#N/A
5044587,10/5/23 16:28:23,1.455,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.446,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.694,106306,262820.88,28.35,65.20,#N/A
5044591,10/5/23 16:28:23,1.471,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.446,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.694,106298,262810.78,28.35,65.20,#N/A
5044595,10/5/23 16:28:25,1.488,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.355,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.699,106293,262806.02,28.35,65.20,#N/A
5044599,10/5/23 16:28:26,1.504,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.464,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.693,106291,262800.75,28.35,65.20,#N/A
5044603,10/5/23 16:28:27,1.521,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.482,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.692,106283,262785.07,28.35,65.20,#N/A
5044607,10/5/23 16:28:28,1.537,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.555,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.688,106261,262786.84,28.35,65.20,#N/A
5044611,10/5/23 16:28:29,1.554,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.464,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.693,106258,262781.36,28.35,65.20,#N/A
5044615,10/5/23 16:28:30,1.571,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.482,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.692,106260,262760.30,28.35,65.20,#N/A
5044619,10/5/23 16:28:31,1.588,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.428,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.695,106246,262766.64,28.35,65.20,#N/A
5044623,10/5/23 16:28:32,1.604,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.482,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.692,106236,262759.08,28.35,65.20,#N/A
5044627,10/5/23 16:28:33,1.621,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.555,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.688,106234,262747.29,28.35,65.20,#N/A
5044631,10/5/23 16:28:34,1.638,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.482,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.692,106218,262741.60,28.35,65.20,#N/A
5044635,10/5/23 16:28:35,1.654,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.628,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.684,106209,262736.97,28.35,65.20,#N/A
5044639,10/5/23 16:28:36,1.671,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.482,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.692,106211,262724.85,28.35,65.20,#N/A
5044643,10/5/23 16:28:37,1.688,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.501,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.691,106206,262728.48,28.35,65.20,#N/A
5044647,10/5/23 16:28:38,1.704,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.537,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.689,106201,262714.56,28.35,65.20,#N/A
5044651,10/5/23 16:28:39,1.721,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.555,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.688,106191,262713.42,28.35,65.20,#N/A
5044655,10/5/23 16:28:40,1.738,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.592,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.686,106184,262706.67,28.35,65.20,#N/A
5044659,10/5/23 16:28:41,1.755,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.574,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.687,106179,262700.61,28.35,65.20,#N/A
5044663,10/5/23 16:28:42,1.771,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.501,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.691,106169,262688.32,28.35,65.20,#N/A
5044667,10/5/23 16:28:43,1.788,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.628,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.684,106163,262687.52,28.35,65.20,#N/A
5044671,10/5/23 16:28:44,1.805,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.555,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.688,106150,262668.88,28.35,65.20,#N/A
5044675,10/5/23 16:28:45,1.821,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.665,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.682,106142,262671.76,28.35,65.20,#N/A
5044679,10/5/23 16:28:46,1.838,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.647,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.683,106139,262666.04,28.35,65.20,#N/A
5044683,10/5/23 16:28:47,1.854,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.628,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.684,106133,262668.41,28.35,65.20,#N/A
5044687,10/5/23 16:28:48,1.871,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.574,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.687,106134,262651.05,28.35,65.20,#N/A
5044691,10/5/23 16:28:49,1.887,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.683,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.681,106126,262650.61,28.35,65.20,#N/A
5044695,10/5/23 16:28:50,1.904,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.628,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.684,106117,262649.42,28.35,65.20,#N/A
5044699,10/5/23 16:28:51,1.921,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.647,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.683,106111,262643.79,28.35,65.20,#N/A
5044703,10/5/23 16:28:52,1.938,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.701,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.680,106107,262642.92,28.35,65.20,#N/A
5044707,10/5/23 16:28:53,1.954,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.610,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.685,106101,262630.19,28.35,65.20,#N/A
5044711,10/5/23 16:28:54,1.971,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.574,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.687,106100,262624.58,28.35,65.20,#N/A
5044715,10/5/23 16:28:55,1.988,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.665,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.682,106092,262623.77,28.35,65.20,#N/A
5044719,10/5/23 16:28:56,2.004,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.756,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.677,106085,262604.99,28.35,65.20,#N/A
5044723,10/5/23 16:28:57,2.021,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.647,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.683,106080,262601.48,28.35,65.20,#N/A
5044727,10/5/23 16:28:58,2.038,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.775,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.676,106079,262596.16,28.35,65.20,#N/A
5044731,10/5/23 16:28:59,2.055,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.720,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.679,106070,262596.20,28.35,65.20,#N/A
5044735,10/5/23 16:29:00,2.071,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.720,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.679,106060,262584.70,28.35,65.20,#N/A
5044739,10/5/23 16:29:01,2.088,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.775,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.676,106045,262582.12,28.35,65.20,#N/A
5044743,10/5/23 16:29:02,2.104,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.793,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.675,106034,262576.83,28.35,65.20,#N/A
5044747,10/5/23 16:29:03,2.121,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.884,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.670,106022,262559.82,28.35,65.20,#N/A
5044751,10/5/23 16:29:04,2.137,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.793,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.675,106012,262548.58,28.35,65.20,#N/A
5044755,10/5/23 16:29:05,2.154,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.903,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.669,106012,262550.18,28.35,65.20,#N/A
5044759,10/5/23 16:29:06,2.171,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.829,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.673,106004,262553.72,28.35,65.20,#N/A
5044763,10/5/23 16:29:07,2.188,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.829,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.673,106008,262548.77,28.35,65.20,#N/A
5044767,10/5/23 16:29:08,2.204,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.866,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.671,105997,262539.27,28.35,65.20,#N/A
5044771,10/5/23 16:29:09,2.221,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.884,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.670,105996,262538.10,28.35,65.20,#N/A
5044775,10/5/23 16:29:10,2.238,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.793,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.675,105996,262536.20,28.35,65.20,#N/A
5044779,10/5/23 16:29:11,2.255,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.848,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.672,105988,262528.04,28.35,65.20,#N/A
5044783,10/5/23 16:29:12,2.271,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.921,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.668,105973,262514.03,28.35,65.20,#N/A
5044787,10/5/23 16:29:13,2.288,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.903,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.669,105963,262514.15,28.35,65.20,#N/A
5044791,10/5/23 16:29:14,2.305,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.866,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.671,105959,262500.12,28.35,65.20,#N/A
5044795,10/5/23 16:29:15,2.321,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.903,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.669,105962,262507.32,28.35,65.20,#N/A
5044799,10/5/23 16:29:16,2.338,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.976,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.665,105926,262484.66,28.35,65.20,#N/A
5044803,10/5/23 16:29:17,2.355,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.994,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.664,105924,262482.73,28.35,65.20,#N/A
5044807,10/5/23 16:29:18,2.371,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.939,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.667,105934,262472.12,28.35,65.20,#N/A
5044811,10/5/23 16:29:19,2.388,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.957,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.666,105929,262483.54,28.35,65.20,#N/A
5044815,10/5/23 16:29:20,2.404,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.921,μmol/L,20.000,°C,986.000,hPa,Humid,35,0,,0,22.668,105931,262461.43,28.35,65.20,#N/A
5044819,10/5/23 16:29:21,2.421,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.926,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.668,105928,262461.72,28.35,65.20,#N/A
5044823,10/5/23 16:29:22,2.437,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.981,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.665,105917,262455.52,28.35,65.20,#N/A
5044827,10/5/23 16:29:23,2.454,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.963,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.666,105914,262445.43,28.35,65.20,#N/A
5044831,10/5/23 16:29:24,2.471,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.981,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.665,105904,262449.00,28.35,65.20,#N/A
5044835,10/5/23 16:29:25,2.488,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.981,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.665,105904,262436.48,28.35,65.20,#N/A
5044839,10/5/23 16:29:26,2.504,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,214.981,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.665,105895,262433.49,28.35,65.20,#N/A
5044843,10/5/23 16:29:27,2.521,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,215.109,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.658,105870,262439.40,28.35,65.20,#N/A
5044847,10/5/23 16:29:28,2.538,OXY_CH2 (PSt7-10),13/9/19 10:45:52,default,215.054,μmol/L,20.000,°C,987.000,hPa,Humid,35,0,,0,22.661,105868,262423.86,28.35,65.20,#N/A
