Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
5044436,10/5/23 16:27:45,0.175,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.335,μmol/L,19.930,°C,987.000,hPa,Humid,35,0,,0,24.695,127614,359550.45,32.55,50.20,#N/A
5044441,10/5/23 16:27:46,0.192,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.332,μmol/L,19.936,°C,987.000,hPa,Humid,35,0,,0,24.693,127579,359536.38,32.55,50.20,#N/A
5044445,10/5/23 16:27:47,0.208,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.491,μmol/L,19.918,°C,987.000,hPa,Humid,35,0,,0,24.689,127560,359553.41,32.55,50.20,#N/A
5044449,10/5/23 16:27:48,0.225,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.496,μmol/L,19.906,°C,987.000,hPa,Humid,35,0,,0,24.693,127557,359527.62,32.55,50.20,#N/A
5044453,10/5/23 16:27:49,0.241,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.628,μmol/L,19.881,°C,987.000,hPa,Humid,35,0,,0,24.693,127553,359530.46,32.55,50.20,#N/A
5044457,10/5/23 16:27:50,0.258,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.691,μmol/L,19.875,°C,987.000,hPa,Humid,35,0,,0,24.691,127547,359529.55,32.55,50.20,#N/A
5044460,10/5/23 16:27:51,0.274,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.774,μmol/L,19.856,°C,987.000,hPa,Humid,35,0,,0,24.692,127543,359511.31,32.55,50.20,#N/A
5044465,10/5/23 16:27:52,0.291,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.825,μmol/L,19.844,°C,987.000,hPa,Humid,35,0,,0,24.693,127532,359506.02,32.55,50.20,#N/A
5044470,10/5/23 16:27:53,0.308,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.861,μmol/L,19.832,°C,987.000,hPa,Humid,35,0,,0,24.695,127531,359498.09,32.55,50.20,#N/A
5044472,10/5/23 16:27:54,0.324,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.043,μmol/L,19.795,°C,987.000,hPa,Humid,35,0,,0,24.696,127531,359503.68,32.55,50.20,#N/A
5044476,10/5/23 16:27:55,0.341,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.319,μmol/L,19.752,°C,987.000,hPa,Humid,35,0,,0,24.693,127516,359492.83,32.55,50.20,#N/A
5044481,10/5/23 16:27:56,0.358,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.487,μmol/L,19.715,°C,987.000,hPa,Humid,35,0,,0,24.695,127523,359495.55,32.55,50.20,#N/A
5044485,10/5/23 16:27:57,0.374,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.668,μmol/L,19.684,°C,987.000,hPa,Humid,35,0,,0,24.694,127510,359486.28,32.55,50.20,#N/A
5044490,10/5/23 16:27:58,0.391,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.779,μmol/L,19.672,°C,987.000,hPa,Humid,35,0,,0,24.691,127506,359481.42,32.55,50.20,#N/A
5044492,10/5/23 16:27:59,0.408,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.833,μmol/L,19.653,°C,987.000,hPa,Humid,35,0,,0,24.694,127493,359479.04,32.55,50.20,#N/A
5044496,10/5/23 16:28:00,0.425,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.914,μmol/L,19.641,°C,987.000,hPa,Humid,35,0,,0,24.693,127477,359479.42,32.55,50.20,#N/A
5044501,10/5/23 16:28:01,0.441,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.978,μmol/L,19.635,°C,987.000,hPa,Humid,35,0,,0,24.691,127470,359471.00,32.55,50.20,#N/A
5044505,10/5/23 16:28:02,0.458,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.044,μmol/L,19.623,°C,987.000,hPa,Humid,35,0,,0,24.691,127465,359463.68,32.55,50.20,#N/A
5044508,10/5/23 16:28:03,0.474,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.029,μmol/L,19.623,°C,987.000,hPa,Humid,35,0,,0,24.692,127448,359446.90,32.55,50.20,#N/A
5044513,10/5/23 16:28:04,0.491,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.029,μmol/L,19.623,°C,987.000,hPa,Humid,35,0,,0,24.692,127449,359433.30,32.55,50.20,#N/A
5044517,10/5/23 16:28:05,0.508,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.963,μmol/L,19.635,°C,987.000,hPa,Humid,35,0,,0,24.692,127436,359440.17,32.55,50.20,#N/A
5044522,10/5/23 16:28:06,0.525,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.917,μmol/L,19.635,°C,987.000,hPa,Humid,35,0,,0,24.695,127431,359420.60,32.55,50.20,#N/A
5044524,10/5/23 16:28:07,0.541,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.929,μmol/L,19.641,°C,987.000,hPa,Humid,35,0,,0,24.692,127423,359405.20,32.55,50.20,#N/A
5044530,10/5/23 16:28:08,0.558,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.848,μmol/L,19.653,°C,987.000,hPa,Humid,35,0,,0,24.693,127422,359414.53,32.55,50.20,#N/A
5044534,10/5/23 16:28:09,0.575,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.782,μmol/L,19.666,°C,987.000,hPa,Humid,35,0,,0,24.693,127418,359420.11,32.55,50.20,#N/A
5044537,10/5/23 16:28:10,0.592,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.776,μmol/L,19.678,°C,987.000,hPa,Humid,35,0,,0,24.689,127418,359398.91,32.55,50.20,#N/A
5044542,10/5/23 16:28:11,0.608,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.571,μmol/L,19.696,°C,987.000,hPa,Humid,35,0,,0,24.696,127405,359394.19,32.55,50.20,#N/A
5044545,10/5/23 16:28:12,0.625,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.517,μmol/L,19.715,°C,987.000,hPa,Humid,35,0,,0,24.693,127405,359378.91,32.55,50.20,#N/A
5044549,10/5/23 16:28:13,0.642,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.388,μmol/L,19.733,°C,987.000,hPa,Humid,35,0,,0,24.695,127397,359381.93,32.55,50.20,#N/A
5044553,10/5/23 16:28:14,0.658,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.463,μmol/L,19.733,°C,987.000,hPa,Humid,35,0,,0,24.690,127394,359367.50,32.55,50.20,#N/A
5044557,10/5/23 16:28:15,0.675,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.286,μmol/L,19.758,°C,987.000,hPa,Humid,35,0,,0,24.693,127390,359382.38,32.55,50.20,#N/A
5044562,10/5/23 16:28:16,0.691,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.232,μmol/L,19.776,°C,987.000,hPa,Humid,35,0,,0,24.690,127389,359375.88,32.55,50.20,#N/A
5044566,10/5/23 16:28:17,0.708,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.992,μmol/L,19.807,°C,987.000,hPa,Humid,35,0,,0,24.695,127376,359360.98,32.55,50.20,#N/A
5044569,10/5/23 16:28:18,0.724,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.846,μmol/L,19.832,°C,987.000,hPa,Humid,35,0,,0,24.696,127365,359354.61,32.55,50.20,#N/A
5044574,10/5/23 16:28:19,0.741,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.771,μmol/L,19.863,°C,987.000,hPa,Humid,35,0,,0,24.690,127347,359343.40,32.55,50.20,#N/A
5044578,10/5/23 16:28:20,0.758,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.703,μmol/L,19.881,°C,987.000,hPa,Humid,35,0,,0,24.688,127333,359338.62,32.55,50.20,#N/A
5044581,10/5/23 16:28:21,0.774,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.649,μmol/L,19.899,°C,987.000,hPa,Humid,35,0,,0,24.685,127311,359346.34,32.55,50.20,#N/A
5044586,10/5/23 16:28:22,0.791,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.560,μmol/L,19.930,°C,987.000,hPa,Humid,35,0,,0,24.680,127294,359339.47,32.55,50.20,#N/A
5044590,10/5/23 16:28:23,0.808,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.590,μmol/L,19.930,°C,987.000,hPa,Humid,35,0,,0,24.678,127267,359327.28,32.55,50.20,#N/A
5044593,10/5/23 16:28:24,0.824,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.555,μmol/L,19.943,°C,987.000,hPa,Humid,35,0,,0,24.676,127249,359327.93,32.55,50.20,#N/A
5044597,10/5/23 16:28:25,0.841,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.534,μmol/L,19.955,°C,987.000,hPa,Humid,35,0,,0,24.673,127217,359325.15,32.55,50.20,#N/A
5044602,10/5/23 16:28:26,0.858,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.558,μmol/L,19.967,°C,987.000,hPa,Humid,35,0,,0,24.667,127197,359315.97,32.55,50.20,#N/A
5044605,10/5/23 16:28:27,0.875,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.648,μmol/L,19.967,°C,987.000,hPa,Humid,35,0,,0,24.661,127175,359291.99,32.55,50.20,#N/A
5044609,10/5/23 16:28:28,0.891,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.568,μmol/L,19.979,°C,987.000,hPa,Humid,35,0,,0,24.662,127160,359296.75,32.55,50.20,#N/A
5044614,10/5/23 16:28:29,0.908,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.610,μmol/L,19.986,°C,987.000,hPa,Humid,35,0,,0,24.657,127142,359291.35,32.55,50.20,#N/A
5044617,10/5/23 16:28:30,0.925,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.577,μmol/L,19.992,°C,987.000,hPa,Humid,35,0,,0,24.657,127134,359290.54,32.55,50.20,#N/A
5044620,10/5/23 16:28:31,0.941,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.622,μmol/L,19.992,°C,987.000,hPa,Humid,35,0,,0,24.654,127117,359262.36,32.55,50.20,#N/A
5044625,10/5/23 16:28:32,0.958,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.625,μmol/L,19.986,°C,987.000,hPa,Humid,35,0,,0,24.656,127120,359280.97,32.55,50.20,#N/A
5044630,10/5/23 16:28:33,0.975,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.499,μmol/L,19.998,°C,987.000,hPa,Humid,35,0,,0,24.660,127120,359277.48,32.55,50.20,#N/A
5044633,10/5/23 16:28:34,0.992,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.544,μmol/L,19.998,°C,987.000,hPa,Humid,35,0,,0,24.657,127119,359265.97,32.55,50.20,#N/A
5044636,10/5/23 16:28:35,1.008,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.482,μmol/L,20.004,°C,987.000,hPa,Humid,35,0,,0,24.659,127109,359258.05,32.55,50.20,#N/A
5044641,10/5/23 16:28:36,1.025,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.466,μmol/L,20.004,°C,987.000,hPa,Humid,35,0,,0,24.660,127108,359272.12,32.55,50.20,#N/A
5044645,10/5/23 16:28:37,1.042,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.482,μmol/L,20.004,°C,987.000,hPa,Humid,35,0,,0,24.659,127098,359259.65,32.55,50.20,#N/A
5044649,10/5/23 16:28:38,1.058,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.464,μmol/L,20.010,°C,987.000,hPa,Humid,35,0,,0,24.658,127094,359244.35,32.55,50.20,#N/A
5044653,10/5/23 16:28:39,1.075,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.464,μmol/L,20.010,°C,987.000,hPa,Humid,35,0,,0,24.658,127089,359250.22,32.55,50.20,#N/A
5044657,10/5/23 16:28:40,1.091,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.479,μmol/L,20.010,°C,987.000,hPa,Humid,35,0,,0,24.657,127078,359256.68,32.55,50.20,#N/A
5044662,10/5/23 16:28:41,1.108,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.446,μmol/L,20.016,°C,987.000,hPa,Humid,35,0,,0,24.657,127064,359237.53,32.55,50.20,#N/A
5044664,10/5/23 16:28:42,1.124,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.509,μmol/L,20.010,°C,987.000,hPa,Humid,35,0,,0,24.655,127055,359230.30,32.55,50.20,#N/A
5044668,10/5/23 16:28:43,1.141,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.506,μmol/L,20.016,°C,987.000,hPa,Humid,35,0,,0,24.653,127049,359225.42,32.55,50.20,#N/A
5044674,10/5/23 16:28:44,1.158,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.398,μmol/L,20.023,°C,987.000,hPa,Humid,35,0,,0,24.658,127051,359222.66,32.55,50.20,#N/A
5044676,10/5/23 16:28:45,1.174,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.348,μmol/L,20.035,°C,987.000,hPa,Humid,35,0,,0,24.657,127061,359201.44,32.55,50.20,#N/A
5044680,10/5/23 16:28:46,1.191,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.383,μmol/L,20.023,°C,987.000,hPa,Humid,35,0,,0,24.659,127053,359210.60,32.55,50.20,#N/A
5044684,10/5/23 16:28:47,1.208,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.431,μmol/L,20.016,°C,987.000,hPa,Humid,35,0,,0,24.658,127057,359192.81,32.55,50.20,#N/A
5044689,10/5/23 16:28:48,1.224,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.482,μmol/L,20.004,°C,987.000,hPa,Humid,35,0,,0,24.659,127040,359202.29,32.55,50.20,#N/A
5044692,10/5/23 16:28:49,1.241,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.446,μmol/L,20.016,°C,987.000,hPa,Humid,35,0,,0,24.657,127033,359199.96,32.55,50.20,#N/A
5044697,10/5/23 16:28:50,1.258,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.378,μmol/L,20.035,°C,987.000,hPa,Humid,35,0,,0,24.655,127004,359186.66,32.55,50.20,#N/A
5044700,10/5/23 16:28:51,1.275,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.554,μmol/L,20.010,°C,987.000,hPa,Humid,35,0,,0,24.652,126986,359187.47,32.55,50.20,#N/A
5044704,10/5/23 16:28:52,1.291,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.748,μmol/L,19.979,°C,987.000,hPa,Humid,35,0,,0,24.650,126977,359175.03,32.55,50.20,#N/A
5044709,10/5/23 16:28:53,1.308,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.071,μmol/L,19.930,°C,987.000,hPa,Humid,35,0,,0,24.646,126967,359171.31,32.55,50.20,#N/A
5044712,10/5/23 16:28:54,1.325,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.302,μmol/L,19.887,°C,987.000,hPa,Humid,35,0,,0,24.646,126968,359171.29,32.55,50.20,#N/A
5044718,10/5/23 16:28:55,1.342,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.545,μmol/L,19.850,°C,987.000,hPa,Humid,35,0,,0,24.643,126957,359166.86,32.55,50.20,#N/A
5044722,10/5/23 16:28:56,1.358,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.602,μmol/L,19.826,°C,987.000,hPa,Humid,35,0,,0,24.648,126975,359152.14,32.55,50.20,#N/A
5044725,10/5/23 16:28:57,1.375,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.719,μmol/L,19.801,°C,987.000,hPa,Humid,35,0,,0,24.649,126955,359147.70,32.55,50.20,#N/A
5044729,10/5/23 16:28:58,1.392,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.813,μmol/L,19.795,°C,987.000,hPa,Humid,35,0,,0,24.645,126923,359137.60,32.55,50.20,#N/A
5044733,10/5/23 16:28:59,1.408,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.843,μmol/L,19.795,°C,987.000,hPa,Humid,35,0,,0,24.643,126912,359127.58,32.55,50.20,#N/A
5044737,10/5/23 16:29:00,1.425,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.846,μmol/L,19.789,°C,987.000,hPa,Humid,35,0,,0,24.645,126900,359132.90,32.55,50.20,#N/A
5044740,10/5/23 16:29:01,1.441,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.970,μmol/L,19.783,°C,987.000,hPa,Humid,35,0,,0,24.639,126856,359138.98,32.55,50.20,#N/A
5044746,10/5/23 16:29:02,1.458,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.985,μmol/L,19.783,°C,987.000,hPa,Humid,35,0,,0,24.638,126851,359133.83,32.55,50.20,#N/A
5044748,10/5/23 16:29:03,1.474,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.136,μmol/L,19.783,°C,987.000,hPa,Humid,35,0,,0,24.628,126799,359125.21,32.55,50.20,#N/A
5044753,10/5/23 16:29:04,1.491,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.270,μmol/L,19.789,°C,987.000,hPa,Humid,35,0,,0,24.617,126747,359102.96,32.55,50.20,#N/A
5044758,10/5/23 16:29:05,1.508,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.221,μmol/L,19.795,°C,987.000,hPa,Humid,35,0,,0,24.618,126745,359108.99,32.55,50.20,#N/A
5044762,10/5/23 16:29:06,1.525,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.252,μmol/L,19.795,°C,987.000,hPa,Humid,35,0,,0,24.616,126735,359105.13,32.55,50.20,#N/A
5044764,10/5/23 16:29:07,1.541,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.237,μmol/L,19.795,°C,987.000,hPa,Humid,35,0,,0,24.617,126716,359101.03,32.55,50.20,#N/A
5044769,10/5/23 16:29:08,1.558,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.279,μmol/L,19.801,°C,987.000,hPa,Humid,35,0,,0,24.612,126707,359102.36,32.55,50.20,#N/A
5044774,10/5/23 16:29:09,1.575,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.231,μmol/L,19.807,°C,987.000,hPa,Humid,35,0,,0,24.613,126702,359085.58,32.55,50.20,#N/A
5044776,10/5/23 16:29:10,1.591,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.198,μmol/L,19.813,°C,987.000,hPa,Humid,35,0,,0,24.613,126683,359090.71,32.55,50.20,#N/A
5044781,10/5/23 16:29:11,1.608,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.162,μmol/L,19.826,°C,987.000,hPa,Humid,35,0,,0,24.611,126678,359075.57,32.55,50.20,#N/A
5044786,10/5/23 16:29:12,1.625,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.177,μmol/L,19.826,°C,987.000,hPa,Humid,35,0,,0,24.610,126658,359073.73,32.55,50.20,#N/A
5044790,10/5/23 16:29:13,1.642,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.141,μmol/L,19.838,°C,987.000,hPa,Humid,35,0,,0,24.608,126661,359075.58,32.55,50.20,#N/A
5044793,10/5/23 16:29:14,1.658,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.174,μmol/L,19.832,°C,987.000,hPa,Humid,35,0,,0,24.608,126660,359067.67,32.55,50.20,#N/A
5044797,10/5/23 16:29:15,1.675,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.050,μmol/L,19.838,°C,987.000,hPa,Humid,35,0,,0,24.614,126667,359073.86,32.55,50.20,#N/A
5044800,10/5/23 16:29:16,1.691,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,185.017,μmol/L,19.844,°C,987.000,hPa,Humid,35,0,,0,24.614,126669,359053.99,32.55,50.20,#N/A
5044804,10/5/23 16:29:17,1.708,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.969,μmol/L,19.850,°C,987.000,hPa,Humid,35,0,,0,24.615,126688,359050.19,32.55,50.20,#N/A
5044809,10/5/23 16:29:18,1.725,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.920,μmol/L,19.856,°C,987.000,hPa,Humid,35,0,,0,24.616,126686,359051.14,32.55,50.20,#N/A
5044814,10/5/23 16:29:19,1.742,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.812,μmol/L,19.863,°C,987.000,hPa,Humid,35,0,,0,24.621,126694,359048.21,32.55,50.20,#N/A
5044816,10/5/23 16:29:20,1.758,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.764,μmol/L,19.869,°C,987.000,hPa,Humid,35,0,,0,24.622,126689,359042.75,32.55,50.20,#N/A
5044821,10/5/23 16:29:21,1.774,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.695,μmol/L,19.887,°C,987.000,hPa,Humid,35,0,,0,24.620,126684,359044.37,32.55,50.20,#N/A
5044826,10/5/23 16:29:22,1.791,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.631,μmol/L,19.893,°C,987.000,hPa,Humid,35,0,,0,24.622,126691,359030.61,32.55,50.20,#N/A
5044830,10/5/23 16:29:23,1.808,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.451,μmol/L,19.924,°C,987.000,hPa,Humid,35,0,,0,24.623,126683,359028.52,32.55,50.20,#N/A
5044832,10/5/23 16:29:24,1.824,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.337,μmol/L,19.943,°C,987.000,hPa,Humid,35,0,,0,24.624,126677,359020.37,32.55,50.20,#N/A
5044837,10/5/23 16:29:25,1.841,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.193,μmol/L,19.961,°C,987.000,hPa,Humid,35,0,,0,24.627,126673,359018.54,32.55,50.20,#N/A
5044842,10/5/23 16:29:26,1.858,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.091,μmol/L,19.986,°C,987.000,hPa,Humid,35,0,,0,24.625,126676,359016.39,32.55,50.20,#N/A
5044846,10/5/23 16:29:27,1.875,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,184.083,μmol/L,20.004,°C,987.000,hPa,Humid,35,0,,0,24.619,126664,358998.56,32.55,50.20,#N/A
5044849,10/5/23 16:29:28,1.891,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.949,μmol/L,20.035,°C,987.000,hPa,Humid,35,0,,0,24.617,126641,358998.47,32.55,50.20,#N/A
5044853,10/5/23 16:29:29,1.908,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.973,μmol/L,20.047,°C,987.000,hPa,Humid,35,0,,0,24.611,126613,358992.30,32.55,50.20,#N/A
5044858,10/5/23 16:29:30,1.925,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.839,μmol/L,20.078,°C,987.000,hPa,Humid,35,0,,0,24.609,126597,358999.28,32.55,50.20,#N/A
5044860,10/5/23 16:29:31,1.941,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.849,μmol/L,20.090,°C,987.000,hPa,Humid,35,0,,0,24.604,126568,358985.71,32.55,50.20,#N/A
5044865,10/5/23 16:29:32,1.958,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.795,μmol/L,20.109,°C,987.000,hPa,Humid,35,0,,0,24.601,126548,358987.62,32.55,50.20,#N/A
5044869,10/5/23 16:29:33,1.975,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.838,μmol/L,20.115,°C,987.000,hPa,Humid,35,0,,0,24.596,126513,358974.00,32.55,50.20,#N/A
5044872,10/5/23 16:29:34,1.991,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.895,μmol/L,20.121,°C,987.000,hPa,Humid,35,0,,0,24.590,126486,358961.02,32.55,50.20,#N/A
5044877,10/5/23 16:29:35,2.008,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.842,μmol/L,20.139,°C,987.000,hPa,Humid,35,0,,0,24.587,126467,358967.01,32.55,50.20,#N/A
5044881,10/5/23 16:29:36,2.025,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.872,μmol/L,20.139,°C,987.000,hPa,Humid,35,0,,0,24.585,126458,358966.68,32.55,50.20,#N/A
5044886,10/5/23 16:29:37,2.042,OXY_CH3 (PSt7-10),13/9/19 10:46:01,default,183.854,μmol/L,20.146,°C,987.000,hPa,Humid,35,0,,0,24.584,126458,358951.63,32.55,50.20,#N/A
